cell_line_name	accession_id	synonym_names	ccle_cell_line_name	gdsc_id	nci_taxonomy_id	lineage_name	doid	doid_heiarchy	broad_id
TT	CVCL_1774	['MTC-TT']	TT_THYROID	930299	C46099	hereditary thyroid gland medullary carcinoma	DOID:0050547	[DOID:0050547, DOID:3973, DOID:3962, DOID:3963, DOID:1781, DOID:170, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001321
BICR 16	CVCL_2308	['BICR-16', 'BICR16', 'BICR-16R', 'BeatsonInstituteforCancerResearch16']	BICR16_UPPER_AERODIGESTIVE_TRACT		C4648	tongue squamous cell carcinoma	DOID:0050865	[DOID:0050865, DOID:5520, DOID:1542, DOID:11934, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000503
BICR 56	CVCL_2313	['BICR-56', 'BICR56', 'BeatsonInstituteforCancerResearch56']	BICR56_UPPER_AERODIGESTIVE_TRACT		C4648	tongue squamous cell carcinoma	DOID:0050865	[DOID:0050865, DOID:5520, DOID:1542, DOID:11934, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000771
OSC-19	CVCL_3086	['OSC19', 'Osc19']	OSC19_UPPER_AERODIGESTIVE_TRACT	1298362	C4648	tongue squamous cell carcinoma	DOID:0050865	[DOID:0050865, DOID:5520, DOID:1542, DOID:11934, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001625
PCI-30	CVCL_C757	['']	PCI30_HEAD_AND_NECK	1298529	C4648	tongue squamous cell carcinoma	DOID:0050865	[DOID:0050865, DOID:5520, DOID:1542, DOID:11934, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002295
PCI-38	CVCL_M471	['']	PCI38_HEAD_AND_NECK	1240205	C4648	tongue squamous cell carcinoma	DOID:0050865	[DOID:0050865, DOID:5520, DOID:1542, DOID:11934, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002296
PE/CA-PJ49	CVCL_2681	['PECAPJ49', 'PECAPJ49']	PECAPJ49_UPPER_AERODIGESTIVE_TRACT		C4648	tongue squamous cell carcinoma	DOID:0050865	[DOID:0050865, DOID:5520, DOID:1542, DOID:11934, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000735
SAS	CVCL_1675	['']	SAS_UPPER_AERODIGESTIVE_TRACT	909708	C4648	tongue squamous cell carcinoma	DOID:0050865	[DOID:0050865, DOID:5520, DOID:1542, DOID:11934, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002029
UPCI-SCC-090	CVCL_1899	['UPCI-SCC-90', 'UPCI:SCC090', 'UPCI:SCC90', 'UPCI-SCC090', 'SCC090', 'SCC90']	SCC90_HEAD_AND_NECK	1299052	C4648	tongue squamous cell carcinoma	DOID:0050865	[DOID:0050865, DOID:5520, DOID:1542, DOID:11934, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002315
YD-10B	CVCL_8929	['YD10B']	YD10B_UPPER_AERODIGESTIVE_TRACT		C4648	tongue squamous cell carcinoma	DOID:0050865	[DOID:0050865, DOID:5520, DOID:1542, DOID:11934, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000723
YD-15	CVCL_8930	['YD15']	YD15_SALIVARY_GLAND		C4648	tongue squamous cell carcinoma	DOID:0050865	[DOID:0050865, DOID:5520, DOID:1542, DOID:11934, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000836
YD-8	CVCL_L079	['YD8']	YD8_UPPER_AERODIGESTIVE_TRACT		C4648	tongue squamous cell carcinoma	DOID:0050865	[DOID:0050865, DOID:5520, DOID:1542, DOID:11934, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000630
MOTN-1	CVCL_2127	['MOTN1']	MOTN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C4664	t-cell large granular lymphocyte leukemia	DOID:0050751	[DOID:0050751, DOID:1040, DOID:1037, DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001130
BICR 78	CVCL_2315	['BICR-78', 'BICR78', 'BeatsonInstituteforCancerResearch78']	BICR78_UPPER_AERODIGESTIVE_TRACT	1240122	C4833	oral cavity squamous cell carcinoma	DOID:0050866	[DOID:0050866, DOID:8618, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001332
HO-1-N-1	CVCL_1284	['Ho-1-N-1', 'Ho-1-n-1', 'HO1-N-1', 'HO1-N1', 'Nakata-1']	HO1N1_HEAD_AND_NECK	924111	C4833	oral cavity squamous cell carcinoma	DOID:0050866	[DOID:0050866, DOID:8618, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002244
JHU-022	CVCL_5991	['JHU-022-SCC', 'JHU022', 'JHU-O22', 'JHU-22', 'HNSCC022', 'O22', '022']	JHU022_HEAD_AND_NECK	1240162	C4833	oral cavity squamous cell carcinoma	DOID:0050866	[DOID:0050866, DOID:8618, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002250
KON	CVCL_3001	['']	KON_UPPER_AERODIGESTIVE_TRACT	1298215	C4833	oral cavity squamous cell carcinoma	DOID:0050866	[DOID:0050866, DOID:8618, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001542
OSC-20	CVCL_3087	['OSC20']	OSC20_UPPER_AERODIGESTIVE_TRACT	1240196	C4833	oral cavity squamous cell carcinoma	DOID:0050866	[DOID:0050866, DOID:8618, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001626
PE/CA-PJ41 (clone D2)	CVCL_2680	['PE/CA-PJ-41', 'PECAPJ41', 'PECAPJ41', 'Plaepi41']	PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT		C4833	oral cavity squamous cell carcinoma	DOID:0050866	[DOID:0050866, DOID:8618, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000732
PCI-15A	CVCL_C184	['PCI15A', 'PCI-15', 'PCI-15T', 'PCI-15.1']	PCI15A_HEAD_AND_NECK	1240204	C4943	pyriform fossa squamous cell carcinoma	DOID:1749	[DOID:1749, DOID:305, DOID:0050687, DOID:162, DOID:14566, DOID:4]	ACH-002294
NCI-H3118	CVCL_A464	['H3118', 'H-3118']	H3118_HEAD_AND_NECK	1240140	C5938	parotid gland mucoepidermoid carcinoma	DOID:4531	[DOID:4531, DOID:0050904, DOID:8850, DOID:8618, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002239
COV434	CVCL_2010	['COV-434', 'COV434']	COV434_OVARY		C6261	ovarian granulosa cell tumor	DOID:2999	[DOID:2999, DOID:192, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000123
KGN	CVCL_0375	['']	KGN_OVARY	924186	C6261	ovarian granulosa cell tumor	DOID:2999	[DOID:2999, DOID:192, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002149
BC-1	CVCL_1079	['BC1']	BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	910919	C6915	primary effusion lymphoma	DOID:707	[DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002214
BC-3	CVCL_1080	['BC3']	BC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	910918	C6915	primary effusion lymphoma	DOID:707	[DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002215
BCP-1	CVCL_0107	['BCP1']	BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C6915	primary effusion lymphoma	DOID:707	[DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000923
CRO-AP2	CVCL_1147	['CRO-AP/2', 'CROAP2', 'AP2']	CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	906807	C6915	primary effusion lymphoma	DOID:707	[DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002220
CRO-AP3	CVCL_1810	['CRO-AP/3', 'CROAP3', 'AP3']	CROAP3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1297440	C6915	primary effusion lymphoma	DOID:707	[DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002393
JSC-1	CVCL_3728	['JSC1']	JSC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1327769	C6915	primary effusion lymphoma	DOID:707	[DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002253
HEL 92.1.7	CVCL_2481	['HEL92.1.7', 'HEL-92.1.7', 'HEL-92-1-7', 'HEL-92_1_7', 'HEL-92', 'HEL9217']	HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C7152	erythroleukemia	DOID:707	[DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000005
KMOE-2	CVCL_1332	['Kmoe2']	KMOE2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	907280	C7152	erythroleukemia	DOID:707	[DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002258
TF-1	CVCL_0559	['TF1', 'MFD-1']	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C7152	erythroleukemia	DOID:707	[DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000387
NALM-1	CVCL_0091	['Nalm-1', 'NALM1', 'NALM1', 'Nalm1']	NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C7320	childhood chronic myelogenous leukemia, bcr-abl1 positive	DOID:8552	[DOID:8552, DOID:8692, DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000462
KY821	CVCL_1346	['KY-821']	KY821_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	907300	C7463	acute myelomonocytic leukemia	DOID:8864	[DOID:8864, DOID:8527, DOID:8692, DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002262
MDA-MB-134-VI	CVCL_0617	['MDA-MB-134VI', 'MDAMB134VI', 'MDA-MB-134VI', 'MDAMB134VI', 'MDA-MB-134', 'MDAMB134', 'MDA-134', 'MDA134', 'MM134']	MDAMB134VI_BREAST		C7950	invasive lobular breast carcinoma	DOID:3457	[DOID:3457, DOID:0050938, DOID:3459, DOID:1612, DOID:5093, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000044
SET-2	CVCL_2187	['Set-2', 'Set2', 'SET2']	SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1659820	C7965	adult acute megakaryoblastic leukemia	DOID:8761	[DOID:8761, DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000195
UT-7	CVCL_2233	['UT7']	UT7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C7965	adult acute megakaryoblastic leukemia	DOID:8761	[DOID:8761, DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001230
M-07e	CVCL_2106	['M-07E', 'M-O7e', 'M07e', 'Mo7e', 'MO7e', 'MO7E']	M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C7972	childhood acute megakaryoblastic leukemia	DOID:8761	[DOID:8761, DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000602
A-253	CVCL_1060	['A253', 'A253']	A253_SALIVARY_GLAND	906794	C7991	salivary gland squamous cell carcinoma	DOID:0050904	[DOID:0050904, DOID:8850, DOID:8618, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000740
Kasumi-2	CVCL_0590	['KASUMI-2', 'KASUMI2', 'Kasumi2']	KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C80347	b acute lymphoblastic leukemia with t(1	DOID:0060592	[DOID:0060592, DOID:5604, DOID:9952, DOID:1037, DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000728
PCI-06A	CVCL_C173	['PCI-6A', 'PCI-6T', 'PCI-6.1']	PCI6A_HEAD_AND_NECK	1240206	C8183	tonsillar squamous cell carcinoma	DOID:0050920	[DOID:0050920, DOID:8858, DOID:8557, DOID:0060119, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002298
NK-92MI	CVCL_3755	['NK-92MI', 'NK-92mi', 'NK92-MI', 'NK92MI', 'NK-92transfectedwithMFG-hIL2']	NK92MI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1330981	C82217	natural killer cell lymphoblastic leukemia/lymphoma	DOID:1037	[DOID:1037, DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002289
YT	CVCL_1797	['']	YT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	946358	C82217	natural killer cell lymphoblastic leukemia/lymphoma	DOID:1037	[DOID:1037, DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002317
HAL-01	CVCL_1242	['HAL01', 'HAL-1']	HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	949153	C8644	b acute lymphoblastic leukemia	DOID:0060592	[DOID:0060592, DOID:5604, DOID:9952, DOID:1037, DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002241
MN-60	CVCL_1421	['MN60', 'MN60']	MN60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	908143	C8644	b acute lymphoblastic leukemia	DOID:0060592	[DOID:0060592, DOID:5604, DOID:9952, DOID:1037, DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002275
MUTZ-5	CVCL_1873	['Mutz-5', 'MUTZ5']	MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C8644	b acute lymphoblastic leukemia	DOID:0060592	[DOID:0060592, DOID:5604, DOID:9952, DOID:1037, DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000492
NALM-19	CVCL_1835	['NALM19', 'Nalm19']	NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C8644	b acute lymphoblastic leukemia	DOID:0060592	[DOID:0060592, DOID:5604, DOID:9952, DOID:1037, DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000130
SUP-B8	CVCL_1713	['SupB8']	SUPB8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	910209	C8644	b acute lymphoblastic leukemia	DOID:0060592	[DOID:0060592, DOID:5604, DOID:9952, DOID:1037, DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002308
PA-1	CVCL_0479	['PA1', 'PAI', 'PAI']	PA1_OVARY	909255	C8814	ovarian mixed germ cell tumor	DOID:2156	[DOID:2156, DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001374
CTB-1	CVCL_1149	['CTB1']	CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	949088	C8851	diffuse large b-cell lymphoma	DOID:0050745	[DOID:0050745, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002221
Karpas-231	CVCL_1822	['KARPAS-231', 'Karpas231', 'KARPAS231', 'KARPAS231', 'K231']	KARPAS231_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1327774	C8851	diffuse large b-cell lymphoma	DOID:0050745	[DOID:0050745, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002255
NU-DHL-1	CVCL_1876	['NUDHL1', 'NuDHL1']	NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C8851	diffuse large b-cell lymphoma	DOID:0050745	[DOID:0050745, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000388
OCI-Ly10	CVCL_8795	['OCI-LY10', 'OCI-LY-10', 'OCI-Ly10', 'OCILY-10', 'OCILy10', 'OCILY10', 'Ly10', 'LY10']	OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C8851	diffuse large b-cell lymphoma	DOID:0050745	[DOID:0050745, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001146
OCI-Ly3	CVCL_8800	['OCI-LY3', 'OCI-LY-3', 'Oci-Ly-3', 'OCI-Ly3', 'OCILY-3', 'OCI-Ly03', 'OCILy3', 'OCILY3', 'Ly3', 'LY3']	OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C8851	diffuse large b-cell lymphoma	DOID:0050745	[DOID:0050745, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000158
OCI-Ly7	CVCL_1881	['OCI-LY7', 'OCI-LY-7', 'OCI-Ly-7', 'Oci-Ly-7', 'OCI-Ly7', 'OCI-Ly07', 'OCILY7', 'Ly7', 'LY7']	OCILY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1659819	C8851	diffuse large b-cell lymphoma	DOID:0050745	[DOID:0050745, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001617
ROS-50	CVCL_1887	['Ros-50', 'ROS.50', 'ROS50', 'Ros50', 'ROS50', 'Ros50', 'RotterdamSuspensioncelllineno.50']	ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1331025	C8851	diffuse large b-cell lymphoma	DOID:0050745	[DOID:0050745, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001639
Toledo	CVCL_3611	['TOLEDO']	TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C8851	diffuse large b-cell lymphoma	DOID:0050745	[DOID:0050745, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000285
VAL	CVCL_1819	['']	VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1331048	C8851	diffuse large b-cell lymphoma	DOID:0050745	[DOID:0050745, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001703
Kasumi-6	CVCL_0614	['KASUMI-6', 'KASUMI6']	KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C9154	adult acute myeloid leukemia	DOID:9119	[DOID:9119, DOID:8692, DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000166
KO52	CVCL_1321	['K052']	KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1330932	C9154	adult acute myeloid leukemia	DOID:9119	[DOID:9119, DOID:8692, DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000498
MC-1010	CVCL_1396	['']		907798	C9154	adult acute myeloid leukemia	DOID:9119	[DOID:9119, DOID:8692, DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	
ML-2	CVCL_1418	['ML2']	ML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	908141	C9154	adult acute myeloid leukemia	DOID:9119	[DOID:9119, DOID:8692, DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002273
MUTZ-3	CVCL_1433	['Mutz-3', 'MUTZ3', 'Mutz3']	MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C9154	adult acute myeloid leukemia	DOID:9119	[DOID:9119, DOID:8692, DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000084
NKM-1	CVCL_1607	['NKM1']	NKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	908448	C9154	adult acute myeloid leukemia	DOID:9119	[DOID:9119, DOID:8692, DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002290
AML-193	CVCL_1071	['AML193']	AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C9160	childhood acute myeloid leukemia	DOID:9119	[DOID:9119, DOID:8692, DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000557
ACH-001617TGBC1TKB	CVCL_1769	['TGBC-1-TKB', 'TGBC-1TKB', 'TGBC1-TKB', 'TGBC-1']	TGBC1TKB_BILIARY_TRACT	909769	C9167	undifferentiated gallbladder carcinoma	DOID:4948	[DOID:4948, DOID:3121, DOID:4607, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001861
MCC13	CVCL_2583	['MCC13TC', 'MCC13TC']	MCC13_SKIN	1333003	C9231	merkel cell carcinoma	DOID:3965	[DOID:3965, DOID:3451, DOID:4159, DOID:0060122, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001550
MCC26	CVCL_2585	['MCC26TC', 'MCC26TC']	MCC26_SKIN	1298234	C9231	merkel cell carcinoma	DOID:3965	[DOID:3965, DOID:3451, DOID:4159, DOID:0060122, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001552
H9	CVCL_1240	['HTcloneH9', 'HT(H9)', 'H9', 'H-9']		907043	C9265	mycosis fungoides and sezary syndrome	DOID:8691	[DOID:8691, DOID:0060061, DOID:0050749, DOID:0050743, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	
HuT 102	CVCL_3526	['HUT102', 'Hut102', 'HuT-102', 'Hut-102', 'HUT-102', 'HuT102', 'Hut102', 'HUT102', 'NCI-H102']	HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C9265	mycosis fungoides and sezary syndrome	DOID:8691	[DOID:8691, DOID:0060061, DOID:0050749, DOID:0050743, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000612
HuT 78	CVCL_0337	['HUT78', 'HuT-78', 'HUT-78', 'HuT78', 'Hut78', 'HUT78', 'NCI-H78']	HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C9265	mycosis fungoides and sezary syndrome	DOID:8691	[DOID:8691, DOID:0060061, DOID:0050749, DOID:0050743, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000509
Karpas-1106P	CVCL_1821	['Karpas-1106p', 'KARPAS-1106P', 'Karpas1106P', 'KARPAS1106P', 'KARPAS1106P', 'Karpas1106P', 'Karpas-1106', 'Karpas1106', 'Karpas1106', 'K1106']	KARPAS1106P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1327773	C9280	mediastinal (thymic) large b-cell lymphoma	DOID:6868	[DOID:6868, DOID:5559, DOID:5093, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002254
U-698-M	CVCL_0017	['U-698M', 'U-698M', 'U698-M', 'U698M', 'U-698', 'U698']	U698M_HAEMATOPOIETIC_AND_LYMPHOID	909777	C9360	lymphoblastic lymphoma	DOID:0080147	[DOID:0080147, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001680
SCH	CVCL_1687	['']	SCH_STOMACH	909711	C95749	gastric choriocarcinoma	DOID:3594	[DOID:3594, DOID:2021, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002198
TFK1	CVCL_32544	['FK-']	TFK1_BILIARY_TRACT			cholangiocarcinoma	DOID:4947	[u'DOID:4947', 'DOID:4896', 'DOID:4897', 'DOID:4606', 'DOID:4607', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001673
KKU100	CVCL_73954	['KU-10']	KKU100_BILIARY_TRACT			bile duct cancer	DOID:4606	[u'DOID:4606', 'DOID:4607', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001536
UMUC16	CVCL_44271	['M-UC-1']	UMUC16_URINARY_TRACT			urinary bladder cancer	DOID:11054	[u'DOID:11054', 'DOID:3996', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001409
UMUC11	CVCL_62707	['M-UC1']	UMUC11_URINARY_TRACT			urinary bladder cancer	DOID:11054	[u'DOID:11054', 'DOID:3996', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001413
UMUC10	CVCL_49049	['M-UC1']	UMUC10_URINARY_TRACT			urinary bladder cancer	DOID:11054	[u'DOID:11054', 'DOID:3996', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001412
UMUC4	CVCL_94512	['M-UC-']	UMUC4_URINARY_TRACT			urinary bladder cancer	DOID:11054	[u'DOID:11054', 'DOID:3996', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001410
UMUC14	CVCL_34745	['M-UC-1']	UMUC14_URINARY_TRACT			urinary bladder cancer	DOID:11054	[u'DOID:11054', 'DOID:3996', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001408
UMUC6	CVCL_88543	['M-UC']	UMUC6_URINARY_TRACT			urinary bladder cancer	DOID:11054	[u'DOID:11054', 'DOID:3996', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001414
UMUC13	CVCL_72658	['M-UC-1']	UMUC13_URINARY_TRACT			urinary bladder cancer	DOID:11054	[u'DOID:11054', 'DOID:3996', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001407
UMUC5	CVCL_70503	['M-UC-']	UMUC5_URINARY_TRACT			urinary bladder cancer	DOID:11054	[u'DOID:11054', 'DOID:3996', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001411
UMUC9	CVCL_79517	['M-UC']	UMUC9_URINARY_TRACT			urinary bladder cancer	DOID:11054	[u'DOID:11054', 'DOID:3996', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001416
UMUC7	CVCL_86276	['M-UC']	UMUC7_URINARY_TRACT			urinary bladder cancer	DOID:11054	[u'DOID:11054', 'DOID:3996', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001415
