	cell_line_name	accession_id	synonym_names	ccle_cell_line_name	gdsc_id	nci_taxonomy_id	lineage_name	doid	doid_heiarchy	broad_id	broad_id_alt
1261	NCIH820	CVCL_29725	['CI-H82']	NCIH820_LUNG			non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', 'DOID:3905', 'DOID:1324', 'DOID:0050615', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001140	
1262	NCIH2887	CVCL_68928	['CI-H288']	NCIH2887_LUNG			non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', 'DOID:3905', 'DOID:1324', 'DOID:0050615', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000251	
1263	NCIH2882	CVCL_19240	['CI-H288']	NCIH2882_LUNG			non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', 'DOID:3905', 'DOID:1324', 'DOID:0050615', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000700	
1264	NCIH2077	CVCL_14558	['CI-H207']	NCIH2077_LUNG			non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', 'DOID:3905', 'DOID:1324', 'DOID:0050615', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000010	
1265	HCC461	CVCL_40880	['CC46']	HCC461_LUNG			non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', 'DOID:3905', 'DOID:1324', 'DOID:0050615', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000339	
1266	PC9	CVCL_89349	['C']	PC9_LUNG			non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', 'DOID:3905', 'DOID:1324', 'DOID:0050615', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000779	
1267	KG-1-C	CVCL_2971	['KG-1C', 'KG1C']	KG1C_CENTRAL_NERVOUS_SYSTEM		C3288	oligodendroglioma	DOID:3181	[DOID:3181, DOID:3070, DOID:0050687, DOID:162, DOID:14566, DOID:4]	ACH-000126	
1268	SNU-738	CVCL_5087	['SNU738', 'NCI-SNU-738']	SNU738_CENTRAL_NERVOUS_SYSTEM		C3288	oligodendroglioma	DOID:3181	[DOID:3181, DOID:3070, DOID:0050687, DOID:162, DOID:14566, DOID:4]	ACH-000807	
1269	BICR 78	CVCL_2315	['BICR-78', 'BICR78', 'BeatsonInstituteforCancerResearch78']	BICR78_UPPER_AERODIGESTIVE_TRACT	1240122	C4833	oral cavity squamous cell carcinoma	DOID:0050866	[DOID:0050866, DOID:8618, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001332	
1270	HO-1-N-1	CVCL_1284	['Ho-1-N-1', 'Ho-1-n-1', 'HO1-N-1', 'HO1-N1', 'Nakata-1']	HO1N1_HEAD_AND_NECK	924111	C4833	oral cavity squamous cell carcinoma	DOID:0050866	[DOID:0050866, DOID:8618, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002244	
1271	JHU-022	CVCL_5991	['JHU-022-SCC', 'JHU022', 'JHU-O22', 'JHU-22', 'HNSCC022', 'O22', '022']	JHU022_HEAD_AND_NECK	1240162	C4833	oral cavity squamous cell carcinoma	DOID:0050866	[DOID:0050866, DOID:8618, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002250	
1272	KON	CVCL_3001	['']	KON_UPPER_AERODIGESTIVE_TRACT	1298215	C4833	oral cavity squamous cell carcinoma	DOID:0050866	[DOID:0050866, DOID:8618, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001542	
1273	OSC-20	CVCL_3087	['OSC20']	OSC20_UPPER_AERODIGESTIVE_TRACT	1240196	C4833	oral cavity squamous cell carcinoma	DOID:0050866	[DOID:0050866, DOID:8618, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001626	
1274	PE/CA-PJ41 (clone D2)	CVCL_2680	['PE/CA-PJ-41', 'PECAPJ41', 'PECAPJ41', 'Plaepi41']	PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT		C4833	oral cavity squamous cell carcinoma	DOID:0050866	[DOID:0050866, DOID:8618, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000732	
1275	143B	CVCL_2270	['143b', '143B', '143BTK-', '143BTK-', '143TK-', 'HOS-143B', 'HOS-143b', 'GM05887']	143B_BONE		C9145	osteosarcoma	315DOID:3347	[u'DOID:3347', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001001	
1276	CAL-72	CVCL_1113	['CAL72', 'CAL72', 'Cal72', 'CentreAntoineLacassagne-72']	CAL72_BONE	906827	C9145	osteosarcoma	DOID:3347	[u'DOID:3347', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001715	
1277	G-292 clone A141B1	CVCL_2909	['G292CloneA141B1', 'G-292,cloneA141B1', 'G-292', 'G292']	G292CLONEA141B1_BONE	1290807	C9145	osteosarcoma	DOID:3347	[u'DOID:3347', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000082	
1278	HOS	CVCL_0312	['']	HOS_BONE	907060	C9145	osteosarcoma	DOID:3347	[u'DOID:3347', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000613	
1279	Hs 870.T	CVCL_0966	['']	HS870T_BONE		C9145	osteosarcoma	DOID:3347	[u'DOID:3347', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000340	
1280	Hs 888.T	CVCL_0979	['HS888LU']	HS888T_BONE		C9145	osteosarcoma	DOID:3347	[u'DOID:3347', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000154	
1281	HuO-3N1	CVCL_1297	['HuO3N1', 'HUO3N1']	HUO3N1_BONE	909977	C9145	osteosarcoma	DOID:3347	[u'DOID:3347', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002142	
1282	HuO9	CVCL_1298	['Huo9', 'HUO9', 'Hu09']	HUO9_BONE	907072	C9145	osteosarcoma	DOID:3347	[u'DOID:3347', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001526	
1283	MG-63	CVCL_0426	['M-G63', 'MG63']	MG63_BONE	908131	C9145	osteosarcoma	DOID:3347	[u'DOID:3347', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000359	
1284	NOS-1 [Human osteosarcoma]	CVCL_1610	['NOS1']	NOS1_BONE	925345	C9145	osteosarcoma	DOID:3347	[u'DOID:3347', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002067	
1285	NY	CVCL_1613	['']	NY_BONE	910849	C9145	osteosarcoma	DOID:3347	[u'DOID:3347', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002178	
1286	SaOS-2	CVCL_0548	['SAOS-2', 'Saos-2', 'SAOS2', 'Saos2', 'Saos2', 'SaOs2', 'SAOS2', 'SarcomaOSteogenic-2', 'SaOS', 'SAOS']	SAOS2_BONE	909707	C9145	osteosarcoma	DOID:3347	[u'DOID:3347', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000410	
1287	Sarc9371	CVCL_5G89	['']	SARC9371_BONE	1303910	C9145	osteosarcoma	DOID:3347	[u'DOID:3347', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002396	
1288	SJSA-1	CVCL_1697	['SJSA1', 'SJSA', 'OsA-CL', 'OSA-CL', 'OsACL', 'OSACL', 'OSA', 'OsA']	SJSA1_BONE	909717	C9145	osteosarcoma	DOID:3347	[u'DOID:3347', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000748	
1289	T1-73	CVCL_3605	['TI-73', 'T173']	T173_BONE		C9145	osteosarcoma	DOID:3347	[u'DOID:3347', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000529	
1290	U2OS	CVCL_0042	['U-2OS', 'U-2OS', 'U-2-OS', 'U2-OS', 'U20-S', 'U20S', '2T']	U2OS_BONE	909776	C9145	osteosarcoma	DOID:3347	[u'DOID:3347', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000364	
1291	Caov-3	CVCL_0201	['CaOv-3', 'CaOV-3', 'CAOV-3', 'CAOV3', 'CaOV3', 'CaOv3', 'Caov3', 'CA-OV-3']	CAOV3_OVARY	906825	C105555	ovarian cancer	DOID:2394	[DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000713	
1292	Caov-4	CVCL_0202	['CaOv-4', 'CaOV-4', 'CAOV-4', 'CAOV4', 'Caov4']	CAOV4_OVARY	949090	C105555	ovarian cancer	DOID:2394	[DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000103	
1293	FU-OV-1	CVCL_2047	['FUOV1']	FUOV1_OVARY	1240129	C105555	ovarian cancer	DOID:2394	[DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000574	
1294	JHOS-2	CVCL_4647	['JHOS2']	JHOS2_OVARY	1479995	C105555	ovarian cancer	DOID:2394	[DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000132	
1295	JHOS-4	CVCL_4649	['JHOS4']	JHOS4_OVARY	1480359	C105555	ovarian cancer	DOID:2394	[DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000584	
1296	Kuramochi	CVCL_1345	['KURAMOCHI']	KURAMOCHI_OVARY	909975	C105555	ovarian cancer	DOID:2394	[DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000524	
1297	OAW28	CVCL_1614	['OAW-28', 'OAW28']	OAW28_OVARY	946360	C105555	ovarian cancer	DOID:2394	[DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000116	
1298	OVCAR-3	CVCL_0465	['Ovcar-3', 'NIH:OVCAR-3', 'NIH:Ovcar-3', 'NIH:OVCAR3', 'NIH-OVCAR-3', 'NIHOVCAR3', 'OVCAR.3', 'OVCAR3', 'Ovcar3']	NIHOVCAR3_OVARY	905933	C105555	ovarian cancer	DOID:2394	[DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000001	
1299	OVCAR-4	CVCL_1627	['NIH:OVCAR-4', 'NIH:OVCAR4', 'OVCAR.4', 'OVCAR4', 'Ovcar4']	OVCAR4_OVARY	905990	C105555	ovarian cancer	DOID:2394	[DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000617	
1300	OVCAR-8	CVCL_1629	['NIH:OVCAR-8', 'OVCAR8', 'Ovcar8', 'OVCAR.8', 'OVCA8']	OVCAR8_OVARY	905991	C105555	ovarian cancer	DOID:2394	[DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000696	
1301	OVKATE	CVCL_3110	['']	OVKATE_OVARY	1240199	C105555	ovarian cancer	DOID:2394	[DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000443	
1302	TYK-nu	CVCL_1776	['TYK-NU', 'TYKnu', 'TYKNU']	TYKNU_OVARY	909774	C105555	ovarian cancer	DOID:2394	[DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000430	
1303	COV413A	CVCL_53631	['OV413']	COV413A_OVARY			ovarian cancer	DOID:2394	[u'DOID:2394', 'DOID:120', 'DOID:193', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001340	
1304	SCCOHT1	CVCL_28899	['CCOHT-']	SCCOHT1_OVARY			ovarian cancer	DOID:2394	[u'DOID:2394', 'DOID:120', 'DOID:193', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001279	
1305	BIN67	CVCL_42092	['IN-6']	BIN67_OVARY			ovarian cancer	DOID:2394	[u'DOID:2394', 'DOID:120', 'DOID:193', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001278	
1306	OCIC5X	CVCL_42704	['CI-C5']	OCIC5X_OVARY			ovarian cancer	DOID:2394	[u'DOID:2394', 'DOID:120', 'DOID:193', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001369	
1307	COV504	CVCL_2424	['Cov504', 'COV504']	COV504_OVARY		C4908	ovarian carcinoma	DOID:4001	[u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001048	
1308	COV644	CVCL_2425	['COV-644']	COV644_OVARY		C4908	ovarian carcinoma	DOID:4001	[u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000608	
1309	Hs 571.T	CVCL_0802	['HS571T']	HS571T_OVARY		C4908	ovarian carcinoma	DOID:4001	[u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001092	
1310	OV7	CVCL_2675	['OV-7']	OV7_OVARY	1480360	C4908	ovarian carcinoma	DOID:4001	[u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000688	
1311	ES-2	CVCL_3509	['ES2']	ES2_OVARY	1240128	C40078	ovarian clear cell adenocarcinoma	DOID:5304	[u'DOID:5304', u'DOID:3713', u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000906	
1312	JHOC-5	CVCL_4640	['JHOC5']	JHOC5_OVARY		C40078	ovarian clear cell adenocarcinoma	DOID:5304	[u'DOID:5304', u'DOID:3713', u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000324	
1313	OVISE	CVCL_3116	['']	OVISE_OVARY	1240198	C40078	ovarian clear cell adenocarcinoma	DOID:5304	[u'DOID:5304', u'DOID:3713', u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000527	
1314	OVMANA	CVCL_3111	['']	OVMANA_OVARY		C40078	ovarian clear cell adenocarcinoma	DOID:5304	[u'DOID:5304', u'DOID:3713', u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000646	
1315	OVTOKO	CVCL_3117	['']	OVTOKO_OVARY	1298365	C40078	ovarian clear cell adenocarcinoma	DOID:5304	[u'DOID:5304', u'DOID:3713', u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000663	
1316	RMG-I	CVCL_1662	['RMG1', 'RMG-1']	RMGI_OVARY	909699	C40078	ovarian clear cell adenocarcinoma	DOID:5304	[u'DOID:5304', u'DOID:3713', u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000719	
1317	TOV-21G	CVCL_3613	['TOV-21g', 'TOV21G', 'TOV21']	TOV21G_OVARY	1240222	C40078	ovarian clear cell adenocarcinoma	DOID:5304	[u'DOID:5304', u'DOID:3713', u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000885	
1318	EFO-21	CVCL_0029	['EFO21', 'EFO21']	EFO21_OVARY	911905	C5228	ovarian cystadenocarcinoma	DOID:3605	[u'DOID:3605', u'DOID:3713', u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000308	
1319	OAW42	CVCL_1615	['OAW-42', 'OAW42']	OAW42_OVARY	910548	C5228	ovarian cystadenocarcinoma	DOID:3605	[u'DOID:3605', u'DOID:3713', u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000704	
1320	COV434	CVCL_2010	['COV-434', 'COV434']	COV434_OVARY		C6261	ovarian granulosa cell tumor	DOID:2999	[DOID:2999, DOID:192, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000123	
1321	KGN	CVCL_0375	['']	KGN_OVARY	924186	C6261	ovarian granulosa cell tumor	DOID:2999	[DOID:2999, DOID:192, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002149	
1322	PA-1	CVCL_0479	['PA1', 'PAI', 'PAI']	PA1_OVARY	909255	C8814	ovarian mixed germ cell tumor	DOID:2156	[DOID:2156, DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001374	
1323	EFO-27	CVCL_1192	['EFO27', 'EFO27']	EFO27_OVARY	906852	C5243	ovarian mucinous adenocarcinoma	DOID:3606	[u'DOID:3606', u'DOID:3713', u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000936	
1324	JHOM-1	CVCL_4644	['JHOM1']	JHOM1_OVARY		C5243	ovarian mucinous adenocarcinoma	DOID:3606	[u'DOID:3606', u'DOID:3713', u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000237	
1325	JHOM-2B	CVCL_4645	['JHOM2B']	JHOM2B_OVARY		C5243	ovarian mucinous adenocarcinoma	DOID:3606	[u'DOID:3606', u'DOID:3713', u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000333	
1326	MCAS	CVCL_3020	['']	MCAS_OVARY		C4026	ovarian mucinous cystadenocarcinoma	DOID:3604	[u'DOID:3604', u'DOID:3605', u'DOID:3713', u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000796	
1327	RMUG-S	CVCL_3158	['RMUGS']	RMUGS_OVARY		C4026	ovarian mucinous cystadenocarcinoma	DOID:3604	[u'DOID:3604', u'DOID:3605', u'DOID:3713', u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000701	
1328	SK-OV-3	CVCL_0532	['SKOV-3', 'SK.OV.3', 'SKOV3', 'Skov3', 'SKO3']	SKOV3_OVARY	905959	C7978	ovarian serous cystadenocarcinoma	DOID:5746	[u'DOID:5746', u'DOID:3605', u'DOID:3713', u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000811	
1329	SNU-8	CVCL_5096	['SNU8']	SNU8_OVARY		C7978	ovarian serous cystadenocarcinoma	DOID:5746	[u'DOID:5746', u'DOID:3605', u'DOID:3713', u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000460	
1330	DOV13	CVCL_6774	['DOV-13', 'DOV13']	DOV13_OVARY	1479987	C7700	ovary adenocarcinoma	DOID:3713	[u'DOID:3713', u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001063	
1331	OV-90	CVCL_3768	['OV90']	OV90_OVARY	1240197	C7700	ovary adenocarcinoma	DOID:3713	[u'DOID:3713', u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000291	
1332	OV17R	CVCL_2672	['OV-17R']	OV17R_OVARY	1480361	C7700	ovary adenocarcinoma	DOID:3713	[u'DOID:3713', u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001373	
1333	RKN	CVCL_3156	['']	RKN_SOFT_TISSUE	1298539	C5234	ovary leiomyosarcoma	DOID:5263	[u'DOID:5263', u'DOID:2146', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000505	
1334	JHOS-3	CVCL_4648	['JHOS3']	JHOS3_OVARY	1480358	C7550	ovary serous adenocarcinoma	DOID:5744	[u'DOID:5744', u'DOID:3713', u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002146	
1335	OC 314	CVCL_1616	['OC-314', 'OC314']	OC314_OVARY	909257	C7550	ovary serous adenocarcinoma	DOID:5744	[u'DOID:5744', u'DOID:3713', u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000962	
1336	OC 316	CVCL_1618	['OC-316', 'OC316']	OC316_OVARY		C7550	ovary serous adenocarcinoma	DOID:5744	[u'DOID:5744', u'DOID:3713', u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001145	
1337	OV56	CVCL_2673	['OV-56']	OV56_OVARY	1480362	C7550	ovary serous adenocarcinoma	DOID:5744	[u'DOID:5744', u'DOID:3713', u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000091	
1338	OVCA420	CVCL_3935	['OVCA420', 'OvCa420', 'OVCA-420', 'OVCAR-420', 'OVCAR420', 'OVCAR420']	OVCA420_OVARY	1480364	C7550	ovary serous adenocarcinoma	DOID:5744	[u'DOID:5744', u'DOID:3713', u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002181	
1339	OVCA433	CVCL_0475	['OVCA433', 'OvCa433', 'OVCA-433', 'OVCA433_Bast', 'OVCAR-433', 'OVCAR433', 'OVCAR433', 'SKOV-433', 'SK-OV-433', 'OV433']	OVCA433_OVARY	1480367	C7550	ovary serous adenocarcinoma	DOID:5744	[u'DOID:5744', u'DOID:3713', u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002182	
1340	DAN-G	CVCL_0243	['Dan-G', 'DanG', 'DANG']	DANG_PANCREAS	1290797	C8294	pancreatic adenocarcinoma	DOID:4074	[u'DOID:4074', u'DOID:4905', u'DOID:1793', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000243	
1341	GR-M	CVCL_2451	['GRM']	GRM_SKIN		C8294	pancreatic adenocarcinoma	DOID:4074	[u'DOID:4074', u'DOID:4905', u'DOID:1793', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001072	
1342	HPAC	CVCL_3517	['Hpac']	HPAC_PANCREAS	1298136	C8294	pancreatic adenocarcinoma	DOID:4074	[u'DOID:4074', u'DOID:4905', u'DOID:1793', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000270	
1343	Hs 766T	CVCL_0334	['Hs766.T', 'HS-766T', 'Hs-766T', 'HS766T', 'HS-766-T', 'Hs-766-T', 'HS766T', 'Hs766T', 'H766T', '766T', 'Hs766']	HS766T_PANCREAS	1298141	C8294	pancreatic adenocarcinoma	DOID:4074	[u'DOID:4074', u'DOID:4905', u'DOID:1793', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000178	
1344	HuP-T3	CVCL_1299	['HUP-T3', 'HuPT3', 'HupT3', 'HUPT3']	HUPT3_PANCREAS	907285	C8294	pancreatic adenocarcinoma	DOID:4074	[u'DOID:4074', u'DOID:4905', u'DOID:1793', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000118	
1345	HuP-T4	CVCL_1300	['HUP-T4', 'HuPT4', 'HUPT4']	HUPT4_PANCREAS	907286	C8294	pancreatic adenocarcinoma	DOID:4074	[u'DOID:4074', u'DOID:4905', u'DOID:1793', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000213	
1346	KCI-MOH1	CVCL_2090	['KciMoh-1', 'KCIMOH1', 'WSU-MOH1']	KCIMOH1_PANCREAS		C8294	pancreatic adenocarcinoma	DOID:4074	[u'DOID:4074', u'DOID:4905', u'DOID:1793', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001098	
